timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1710372629163,2081,Step 5 - Select the required user in the drop down,200,"Number of samples in transaction : 16, number of failing samples : 0",Thread Group 1-1,,true,,4408040,12557,1,1,null,0,6,0
1710372629163,123,/app/media/Photo_rNwfj6H.jpeg-612,200,OK,Thread Group 1-1,bin,true,,33657,771,1,1,https://mechlintech.stage.clocksession.com/app/media/Photo_rNwfj6H.jpeg,120,0,0
1710372629286,96,/app/media/images_6.jpeg-613,200,OK,Thread Group 1-1,bin,true,,6458,766,1,1,https://mechlintech.stage.clocksession.com/app/media/images_6.jpeg,96,0,0
1710372629382,160,/app/media/image_WOik3ry.jpg-615,200,OK,Thread Group 1-1,bin,true,,334363,770,1,1,https://mechlintech.stage.clocksession.com/app/media/image_WOik3ry.jpg,79,0,0
1710372629542,170,/app/media/IMG_6261.JPG-614,200,OK,Thread Group 1-1,bin,true,,862564,765,1,1,https://mechlintech.stage.clocksession.com/app/media/IMG_6261.JPG,82,0,0
1710372629712,168,/app/media/Free_Test_Data_1MB_JPG_xEyYs02.jpg-616,200,OK,Thread Group 1-1,bin,true,,1055190,787,1,1,https://mechlintech.stage.clocksession.com/app/media/Free_Test_Data_1MB_JPG_xEyYs02.jpg,78,0,0
1710372629880,78,/app/media/Lappu_I03lcP0.png-619,200,OK,Thread Group 1-1,bin,true,,2229,770,1,1,https://mechlintech.stage.clocksession.com/app/media/Lappu_I03lcP0.png,78,0,0
1710372629959,106,/app/media/Image_1280853_VjZJSuk.jpg-618,200,OK,Thread Group 1-1,bin,true,,335023,778,1,1,https://mechlintech.stage.clocksession.com/app/media/Image_1280853_VjZJSuk.jpg,78,0,0
1710372630066,94,/app/media/WIN_20240227_21_46_51_Pro_CXJeSqe.jpg-620,200,OK,Thread Group 1-1,bin,true,,181726,790,1,1,https://mechlintech.stage.clocksession.com/app/media/WIN_20240227_21_46_51_Pro_CXJeSqe.jpg,79,0,0
1710372630160,78,/app/media/device_default_thumbnail2.png-622,200,OK,Thread Group 1-1,bin,true,,1538,782,1,1,https://mechlintech.stage.clocksession.com/app/media/device_default_thumbnail2.png,78,0,0
1710372630239,95,/app/media/PIC_HARSH.jpeg-621,200,OK,Thread Group 1-1,bin,true,,153756,767,1,1,https://mechlintech.stage.clocksession.com/app/media/PIC_HARSH.jpeg,83,0,0
1710372630335,155,/app/media/Screenshot_2023-11-24_173423.png-623,200,OK,Thread Group 1-1,bin,true,,243548,785,1,1,https://mechlintech.stage.clocksession.com/app/media/Screenshot_2023-11-24_173423.png,96,0,0
1710372630490,81,/app/media/Screenshot_2023-11-23_025033.png-624,200,OK,Thread Group 1-1,bin,true,,19715,785,1,1,https://mechlintech.stage.clocksession.com/app/media/Screenshot_2023-11-23_025033.png,80,0,0
1710372630571,91,/app/media/Free_Test_Data_117KB_JPG_zpqyeEN.jpg-617,200,OK,Thread Group 1-1,bin,true,,121089,789,1,1,https://mechlintech.stage.clocksession.com/app/media/Free_Test_Data_117KB_JPG_zpqyeEN.jpg,81,0,0
1710372630662,168,/app/media/Free_Test_Data_1MB_JPG_vAEaLkI.jpg-625,200,OK,Thread Group 1-1,bin,true,,1055190,787,1,1,https://mechlintech.stage.clocksession.com/app/media/Free_Test_Data_1MB_JPG_vAEaLkI.jpg,79,0,0
1710372630831,356,/v2/api/workschedules/-626,200,OK,Thread Group 1-1,text,true,,1566,918,1,1,https://mechlintech.stage.clocksession.com/v2/api/workschedules/?page=1&items_per_page=5&user=a12ab845-fb8b-49bf-8bc5-1d93e791627f,356,0,0
1710372631187,62,/__debug__/history_sidebar/-627,200,OK,Thread Group 1-1,text,true,,428,747,1,1,https://mechlintech.stage.clocksession.com/__debug__/history_sidebar/?store_id=26dc9f03671b4d7f8658938a8f875c49,62,0,0
1710372631250,381,Step 6 - Add the shift time for the user and click on save,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,1632,1863,1,1,null,0,1,0
1710372631250,335,/v2/api/shifts/-628,201,Created,Thread Group 1-1,text,true,,1204,1116,1,1,https://mechlintech.stage.clocksession.com/v2/api/shifts/,335,0,0
1710372631586,46,/__debug__/history_sidebar/-629,200,OK,Thread Group 1-1,text,true,,428,747,1,1,https://mechlintech.stage.clocksession.com/__debug__/history_sidebar/?store_id=e8a45455db2d4ba0b771416b1f227a52,46,0,0
1710372631633,293,/v2/api/employees/-630,200,OK,Thread Group 1-1,text,true,,1790,854,1,1,https://mechlintech.stage.clocksession.com/v2/api/employees/?page=1&items_per_page=1&activated=true,293,0,0
